Tiempo,Fuerza

0.451,0.61
0.541,1.32
0.631,19.15
0.721,141.23
0.811,283.84
0.901,293.91
0.991,275.51
1.081,250.43
1.171,223.99
1.261,199.20
1.351,165.36
1.441,124.48
1.531,80.83
1.621,38.63
1.711,16.01
1.801,5.31
1.891,3.52
1.981,3.52
