Tiempo,Fuerza
14.604,-0.17
14.695,-0.18
14.785,-0.17
14.875,-0.17
14.965,-0.17
15.055,-0.17
15.145,-0.18
15.236,-0.17
15.326,-0.17
15.416,-0.18
15.507,-0.18
15.597,-0.18
15.687,-0.18
15.777,-0.17
15.867,-0.18
15.958,-0.17
16.048,-0.17
16.138,-0.17
16.228,-0.17
16.318,-0.17
16.409,-0.18
16.499,-0.18
16.589,-0.17
16.679,-0.17
16.77,-0.17
16.86,-0.17
16.95,-0.17
17.04,-0.18
17.13,-0.18
17.221,-0.18
17.311,-0.17
17.401,-0.17
17.491,-0.17
17.582,-0.17
17.672,-0.17
17.762,-0.17
17.852,-0.17
17.942,-0.17
18.033,-0.17
18.123,-0.17
18.213,-0.17
18.304,-0.17
18.394,-0.17
18.484,-0.17
18.574,-0.17
18.664,-0.17
18.754,-0.17
18.844,-0.17
18.935,-0.17
19.025,-0.17
19.116,-0.17
19.206,-0.17
19.296,-0.17
19.386,-0.17
19.476,-0.17
19.566,-0.17
19.656,-0.17
19.747,-0.17
19.837,-0.17
19.928,-0.17
20.018,-0.17
20.108,-0.17
20.198,-0.17
20.288,-0.17
20.378,-0.17
20.468,-0.17
20.559,-0.16
20.649,-0.17
20.74,-0.17
20.83,-0.17
20.92,-0.17
21.01,-0.17
21.1,-0.17
21.19,-0.17
21.28,-0.17
21.371,-0.16
21.462,-0.17
21.552,-0.17
21.642,-0.17
21.732,-0.17
21.822,-0.17
21.912,-0.17
22.002,-0.17
22.092,-0.18
22.182,-0.17
22.274,-0.17
22.364,-0.18
22.454,-0.17
22.544,-0.17
22.634,-0.17
22.724,-0.17
22.814,-0.17
22.904,-0.17
22.994,-0.17
23.086,-0.17
23.176,-0.17
23.266,-0.17
23.356,-0.18
23.446,-0.17
23.536,-0.17
23.626,-0.17
23.716,-0.17
23.806,-0.17
23.897,-0.17
23.988,-0.17
24.078,-0.17
24.168,-0.17
24.258,-0.17
24.348,-0.17
24.438,-0.17
24.528,-0.17
24.619,-0.17
24.709,-0.17
24.8,-0.17
24.89,-0.16
24.98,-0.16
25.07,-0.17
25.16,-0.17
25.25,-0.17
25.34,-0.17
25.431,-0.18
25.521,-0.18
25.611,-0.17
25.702,-0.17
25.792,-0.17
25.882,-0.17
25.972,-0.17
26.062,-0.18
26.152,-0.18
26.243,-0.17
26.333,-0.17
26.423,-0.17
26.514,-0.17
26.604,-0.17
26.694,-0.17
26.784,-0.17
26.874,-0.17
26.964,-0.17
27.055,-0.17
27.145,-0.17
27.235,-0.17
27.326,-0.17
27.416,-0.17
27.506,-0.17
27.596,-0.17
27.686,-0.17
27.777,-0.17
27.867,-0.17
27.957,-0.17
28.047,-0.18
28.137,-0.17
28.228,-0.17
28.318,-0.18
28.408,-0.17
28.498,-0.17
28.589,-0.17
28.679,-0.17
28.769,-0.17
28.859,-0.17
28.949,-0.18
29.04,-0.18
29.13,-0.18
29.22,-0.17
29.31,-0.17
29.401,-0.18
29.491,-0.17
29.581,-0.16
29.671,-0.1
29.761,0.1
29.851,1.97
29.942,8.95
30.032,15.46
30.123,19.72
30.213,24.17
30.303,28.92
30.393,35.13
30.483,43.9
30.573,56.19
30.663,71.52
30.754,88.81
30.844,107.05
30.935,121.44
31.025,128.08
31.115,131.61
31.205,134.14
31.295,132.08
31.385,115.17
31.475,89.64
31.565,61.29
31.656,43.22
31.747,31.58
31.837,22.2
31.927,19.15
32.017,18.34
32.107,17.72
32.197,17.08
32.287,16.15
32.377,14.16
32.468,11.01
32.559,7.47
32.649,4.4
32.739,2.17
32.829,0.97
32.919,0.52
33.009,0.4
33.099,0.36
33.189,0.36
33.281,0.36
33.371,0.37
33.461,0.37
33.551,0.37
33.641,0.38
33.731,0.38
33.821,0.39
33.911,0.39
34.001,0.39
34.092,0.4
34.183,0.4
34.273,0.4
34.363,0.41
34.453,0.41
34.543,0.42
34.633,0.43
34.723,0.43
34.813,0.43
34.904,0.44
34.995,0.45
35.085,0.45
35.175,0.45
35.265,0.46
35.355,0.46
35.445,0.45
35.535,0.46
35.625,0.47
35.716,0.48
35.806,0.48
35.897,0.48
35.987,0.48
36.077,0.49
36.167,0.49
36.257,0.5
36.347,0.49
36.438,0.5
36.528,0.5
36.618,0.5
36.709,0.5
36.799,0.51
36.889,0.51
36.979,0.52
37.069,0.52
37.159,0.52
37.25,0.53
37.34,0.53
37.43,0.53
37.52,0.53
37.611,0.54
37.701,0.54
37.791,0.54
37.881,0.55
37.971,0.54
38.062,0.55
38.152,0.56
38.242,0.55
38.332,0.56
38.422,0.57
38.513,0.57
38.603,0.57
38.693,0.57
38.784,0.57
38.874,0.57
38.964,0.57
39.054,0.57
39.144,0.57
39.234,0.58
39.324,0.58
39.414,0.58
39.505,0.58
39.596,0.59
39.686,0.59
39.776,0.59
39.866,0.59
39.956,0.59
40.046,0.59
40.136,0.59
40.226,0.59
40.316,0.59
40.407,0.59
40.498,0.59
40.588,0.59
40.678,0.6
40.768,0.61
40.858,0.6
40.948,0.61
41.038,0.61
41.128,0.6
41.219,0.61
41.309,0.6
41.4,0.6
41.49,0.61
41.58,0.61
41.67,0.61
41.76,0.61
41.85,0.61
41.94,0.62
42.031,0.62
42.121,0.61
42.211,0.61
42.301,0.61
42.392,0.61
42.482,0.61
42.572,0.61
42.662,0.61
42.753,0.61
42.843,0.61
42.933,0.62
43.023,0.62
43.113,0.62
43.203,0.62
43.293,0.63
43.384,0.63
43.474,0.62
43.565,0.63
43.655,0.62
43.745,0.62
43.835,0.63
43.925,0.63
44.015,0.62
44.105,0.62
44.195,0.63
44.285,0.62
44.377,0.63
44.467,0.63
44.557,0.63
44.647,0.63
44.737,0.63
44.827,0.63
44.917,0.63
45.007,0.63
45.097,0.63
45.188,0.63
45.278,0.63
