Time - Plot 0	Bar - Plot 0	
12:28:31,93	-1,5375	
12:28:31,94	-1,13901	
12:28:31,96	-1,36039	
12:28:31,98	-1,44895	
12:28:32,00	-0,961912	
12:28:32,02	-1,36039	
12:28:32,03	-1,13901	
12:28:32,04	-1,05046	
12:28:32,06	-1,84743	
12:28:32,08	-1,09474	
12:28:32,09	-1,36039	
12:28:32,11	-0,696257	
12:28:32,12	-1,58177	
12:28:32,14	-1,44895	
12:28:32,16	-1,09474	
12:28:32,17	-1,18329	
12:28:32,19	-1,09474	
12:28:32,20	-1,13901	
12:28:32,22	-1,40467	
12:28:32,24	-1,5375	
12:28:32,26	-1,31612	
12:28:32,27	-1,00619	
12:28:32,28	-1,40467	
12:28:32,30	-1,40467	
12:28:32,32	-1,36039	
12:28:32,34	-1,49322	
12:28:32,35	-0,829084	
12:28:32,36	-1,13901	
12:28:32,37	-1,18329	
12:28:32,39	-1,31612	
12:28:32,41	-1,22757	
12:28:32,43	-1,62605	
12:28:32,44	-1,58177	
12:28:32,45	-1,27184	
12:28:32,47	-1,18329	
12:28:32,49	-1,22757	
12:28:32,50	-1,5375	
12:28:32,52	-1,18329	
12:28:32,54	-0,917636	
12:28:32,55	-1,18329	
12:28:32,56	-1,13901	
12:28:32,57	-1,22757	
12:28:32,59	-0,829084	
12:28:32,61	-1,27184	
12:28:32,62	-1,31612	
12:28:32,64	-1,22757	
12:28:32,65	-1,09474	
12:28:32,66	-1,36039	
12:28:32,67	-1,31612	
12:28:32,69	-1,27184	
12:28:32,70	-1,36039	
12:28:32,72	-1,31612	
12:28:32,74	-1,44895	
12:28:32,75	-1,44895	
12:28:32,77	-0,87336	
12:28:32,79	-1,09474	
12:28:32,82	-1,13901	
12:28:32,83	-1,09474	
12:28:32,86	-0,961912	
12:28:32,87	-0,961912	
12:28:32,88	-1,00619	
12:28:32,89	-0,961912	
12:28:32,90	-1,22757	
12:28:32,92	-1,18329	
12:28:32,93	-1,44895	
12:28:32,96	-1,62605	
12:28:32,97	-0,917636	
12:28:32,99	-1,31612	
12:28:33,01	-0,917636	
12:28:33,02	-1,31612	
12:28:33,04	-1,18329	
12:28:33,05	-1,31612	
12:28:33,07	-0,917636	
12:28:33,09	-1,05046	
12:28:33,10	-1,09474	
