Time - Plot 0	Bar - Plot 0	
12:55:25,87	-0,917636	
12:55:25,88	-0,961912	
12:55:25,89	-1,22757	
12:55:25,91	-1,13901	
12:55:25,92	-1,00619	
12:55:25,93	-1,40467	
12:55:25,94	-1,18329	
12:55:25,95	-1,27184	
12:55:25,97	-1,49322	
12:55:25,98	-0,961912	
12:55:25,99	-1,5375	
12:55:26,00	-1,31612	
12:55:26,01	-1,18329	
12:55:26,03	-1,5375	
12:55:26,04	-1,00619	
12:55:26,05	-1,49322	
12:55:26,06	-1,36039	
12:55:26,07	-1,00619	
12:55:26,08	-1,00619	
12:55:26,09	-1,36039	
12:55:26,10	-0,917636	
12:55:26,11	-1,00619	
12:55:26,12	-1,09474	
12:55:26,13	-1,27184	
12:55:26,15	-1,13901	
12:55:26,16	-1,27184	
12:55:26,17	-1,00619	
12:55:26,18	-0,829084	
12:55:26,19	-1,18329	
12:55:26,20	-0,87336	
12:55:26,21	-1,27184	
12:55:26,22	-1,40467	
12:55:26,23	-1,22757	
12:55:26,24	-0,829084	
12:55:26,25	-1,22757	
12:55:26,26	-1,5375	
12:55:26,27	-1,18329	
12:55:26,28	-1,58177	
12:55:26,29	-1,09474	
12:55:26,30	-1,36039	
12:55:26,31	-1,36039	
12:55:26,32	-1,5375	
12:55:26,33	-1,18329	
12:55:26,34	-1,27184	
12:55:26,35	-1,09474	
12:55:26,36	-1,13901	
12:55:26,37	-1,36039	
12:55:26,38	-1,05046	
12:55:26,39	-1,36039	
12:55:26,40	-1,09474	
12:55:26,41	-1,09474	
12:55:26,42	-0,917636	
12:55:26,43	-1,5375	
12:55:26,43	-1,05046	
12:55:26,44	-1,31612	
12:55:26,45	-1,00619	
12:55:26,46	-1,18329	
12:55:26,47	-1,09474	
12:55:26,48	-1,36039	
12:55:26,49	-1,44895	
12:55:26,50	-1,00619	
12:55:26,51	-1,44895	
12:55:26,52	-1,49322	
12:55:26,53	-1,5375	
12:55:26,54	-0,87336	
12:55:26,55	-1,00619	
12:55:26,56	-1,49322	
12:55:26,57	-1,09474	
12:55:26,58	-1,18329	
12:55:26,60	-1,09474	
12:55:26,61	-1,58177	
12:55:26,62	-1,18329	
12:55:26,63	-1,44895	
12:55:26,64	-1,09474	
12:55:26,65	-1,5375	
12:55:26,66	-1,18329	
12:55:26,67	-0,961912	
12:55:26,68	-1,05046	
12:55:26,69	-1,13901	
12:55:26,70	-1,18329	
12:55:26,71	-1,22757	
12:55:26,72	-0,961912	
12:55:26,73	-0,961912	
12:55:26,74	-0,961912	
12:55:26,75	-1,27184	
12:55:26,76	-1,05046	
12:55:26,77	-1,58177	
12:55:26,78	-1,18329	
12:55:26,79	-1,44895	
12:55:26,80	-1,31612	
12:55:26,81	-1,22757	
12:55:26,82	-1,36039	
12:55:26,83	-1,22757	
12:55:26,84	-1,40467	
12:55:26,85	-1,36039	
12:55:26,86	-1,36039	
12:55:26,87	-1,22757	
12:55:26,88	-1,36039	
12:55:26,89	-1,00619	
12:55:26,90	-1,22757	
12:55:26,91	-1,22757	
12:55:26,92	-1,27184	
12:55:26,93	-1,36039	
12:55:26,94	-1,00619	
12:55:26,96	-1,49322	
12:55:26,97	-1,44895	
12:55:26,98	-1,18329	
12:55:26,99	-1,22757	
12:55:27,00	-1,18329	
12:55:27,01	-1,27184	
12:55:27,03	-1,05046	
12:55:27,04	-1,00619	
12:55:27,05	-1,49322	
12:55:27,06	-0,961912	
12:55:27,07	-1,09474	
12:55:27,08	-1,36039	
12:55:27,09	-1,36039	
12:55:27,10	-1,62605	
12:55:27,12	-1,00619	
12:55:27,13	-1,18329	
12:55:27,14	-1,49322	
12:55:27,16	-1,05046	
12:55:27,17	-1,36039	
12:55:27,18	-1,40467	
12:55:27,20	-1,22757	
12:55:27,21	-1,36039	
12:55:27,22	-1,22757	
12:55:27,23	-1,36039	
12:55:27,24	-1,49322	
12:55:27,25	-1,09474	
12:55:27,26	-1,09474	
12:55:27,27	-1,00619	
12:55:27,28	-1,36039	
12:55:27,29	-1,00619	
12:55:27,31	-1,5375	
12:55:27,32	-1,13901	
12:55:27,33	-1,27184	
12:55:27,34	-1,18329	
12:55:27,34	-1,58177	
12:55:27,35	-1,00619	
12:55:27,36	-1,31612	
12:55:27,37	-1,18329	
12:55:27,38	-1,40467	
12:55:27,39	-1,36039	
12:55:27,40	-1,18329	
12:55:27,41	-1,00619	
12:55:27,42	-1,5375	
12:55:27,43	-1,27184	
12:55:27,44	-1,09474	
12:55:27,45	-1,44895	
12:55:27,46	-1,13901	
12:55:27,47	-1,27184	
12:55:27,48	-1,31612	
12:55:27,49	-1,22757	
12:55:27,50	-1,31612	
12:55:27,51	-1,49322	
12:55:27,52	-1,40467	
12:55:27,53	-1,00619	
12:55:27,54	-1,05046	
12:55:27,55	-0,740533	
12:55:27,56	-1,49322	
12:55:27,57	-1,44895	
12:55:27,58	-1,18329	
12:55:27,59	-1,27184	
12:55:27,60	-1,22757	
12:55:27,62	-1,05046	
12:55:27,63	-1,36039	
12:55:27,64	-0,961912	
12:55:27,65	-1,18329	
12:55:27,66	-1,49322	
12:55:27,67	-1,13901	
12:55:27,68	-1,13901	
12:55:27,70	-0,740533	
12:55:27,71	-1,36039	
12:55:27,72	-1,18329	
12:55:27,73	0,322086	
12:55:27,74	-1,58177	
12:55:27,75	-1,36039	
12:55:27,76	-1,31612	
12:55:27,77	-1,09474	
12:55:27,78	-1,00619	
12:55:27,79	-1,27184	
12:55:27,81	-1,27184	
12:55:27,82	-0,87336	
12:55:27,83	-1,13901	
12:55:27,84	-1,00619	
12:55:27,85	-1,09474	
12:55:27,86	-1,09474	
12:55:27,87	-1,67032	
12:55:27,88	-1,31612	
12:55:27,90	-0,87336	
12:55:27,91	-1,22757	
12:55:27,92	-1,36039	
12:55:27,93	-1,05046	
12:55:27,94	-1,18329	
12:55:27,95	-0,829084	
12:55:27,96	-1,44895	
12:55:27,98	-1,00619	
12:55:27,99	-1,31612	
12:55:28,00	-1,36039	
12:55:28,01	-1,00619	
12:55:28,02	-1,18329	
12:55:28,03	-1,58177	
12:55:28,04	-1,00619	
12:55:28,06	-1,13901	
12:55:28,07	-1,31612	
12:55:28,08	-0,917636	
12:55:28,09	-1,40467	
12:55:28,10	-1,22757	
12:55:28,11	-1,22757	
12:55:28,12	-1,18329	
12:55:28,13	-1,36039	
12:55:28,14	-1,27184	
12:55:28,15	-1,09474	
12:55:28,17	-1,40467	
12:55:28,18	-1,05046	
12:55:28,19	-0,961912	
12:55:28,21	-1,05046	
12:55:28,22	-1,18329	
12:55:28,23	-1,05046	
12:55:28,24	-1,5375	
12:55:28,26	-1,44895	
12:55:28,27	-0,784808	
12:55:28,29	-1,36039	
12:55:28,30	-1,44895	
12:55:28,31	-0,917636	
12:55:28,33	-1,27184	
12:55:28,34	-0,917636	
12:55:28,35	-1,09474	
12:55:28,36	-1,00619	
12:55:28,37	-1,18329	
12:55:28,38	-1,36039	
12:55:28,40	-1,31612	
12:55:28,41	-1,31612	
12:55:28,42	-1,27184	
12:55:28,43	-1,00619	
12:55:28,44	-1,13901	
12:55:28,46	-1,05046	
12:55:28,47	-1,31612	
12:55:28,48	-1,27184	
12:55:28,49	-1,44895	
12:55:28,50	-1,49322	
12:55:28,51	-1,27184	
12:55:28,52	-1,05046	
12:55:28,53	-0,829084	
12:55:28,54	-1,00619	
12:55:28,55	-1,13901	
12:55:28,57	-1,13901	
12:55:28,58	-1,62605	
12:55:28,59	-1,49322	
12:55:28,60	-1,31612	
12:55:28,61	-0,917636	
12:55:28,62	-1,31612	
12:55:28,63	-1,27184	
12:55:28,64	-1,18329	
12:55:28,66	-1,5375	
12:55:28,67	-1,58177	
12:55:28,68	-1,36039	
12:55:28,69	-1,18329	
12:55:28,70	-1,09474	
12:55:28,71	-1,09474	
12:55:28,72	-1,49322	
12:55:28,73	-1,13901	
12:55:28,75	-1,40467	
12:55:28,76	-0,917636	
